Title,Max Players,Multiplatform?,Online?,Genres,Publisher,Review Score,Sales,Console,Rating,Year
The House of the Dead 2 & 3 Return,2,True,True,Action,Sega,66,0.74,Nintendo Wii,M,2008
Far Cry 2,1,True,True,Action,Ubisoft,85,0.73,X360,T,2008
Boom Blox,4,True,True,"Action,Strategy",EA,85,0.72,Nintendo Wii,T,2008
Spore Creatures,1,True,True,"Adventure,Simulation",EA,65,0.7,Nintendo DS,T,2008
Madden NFL 09,4,True,True,Sports,EA,68,0.68,Sony PSP,T,2008
NCAA Football 09,4,True,True,Sports,EA,83,0.68,X360,T,2008
MLB 08: The Show,2,True,True,Sports,Sony,85,0.67,PlayStation 3,E,2008
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,Ubisoft,81,0.67,PlayStation 3,E,2008
Mercenaries 2: World in Flames,1,True,True,Action,EA,72,0.66,X360,E,2008
Need for Speed: Undercover,1,True,True,Racing / Driving,EA,64,0.66,X360,E,2008
Guitar Hero: Aerosmith,2,True,True,"Action,Simulation",Activision,70,0.65,PlayStation 3,M,2008
SoulCalibur IV,2,True,True,Action,"Namco,Ubisoft",85,0.65,PlayStation 3,E,2008
Valkyria Chronicles,1,True,True,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,PlayStation 3,T,2008
Harvest Moon: Tree of Tranquility,1,True,True,"Role-Playing (RPG),Simulation",,65,0.62,Nintendo Wii,M,2008
Star Wars: The Clone Wars - Jedi Alliance,1,True,True,"Action,Adventure",,68,0.6,Nintendo DS,T,2008
Need for Speed: Undercover,1,True,True,Racing / Driving,EA,59,0.59,PlayStation 3,E,2008
Wario Land: Shake It!,1,True,True,Action,Nintendo,78,0.59,Nintendo Wii,T,2008
NBA 2K9,7,True,True,Sports,2K,82,0.58,PlayStation 3,E,2008
Major League Baseball 2K9,1,True,True,Sports,2K,64,0.58,X360,E,2008
NCAA Football 09,4,True,True,Sports,EA,81,0.56,PlayStation 3,E,2008
Kung Fu Panda,1,True,True,Action,Activision,71,0.56,Nintendo DS,E,2008
Devil May Cry 4,1,True,True,Action,Capcom,84,0.56,PlayStation 3,T,2008
Tom Clancy's EndWar,1,True,True,Strategy,Ubisoft,77,0.56,X360,E,2008
LEGO Batman: The Videogame,1,True,True,Action,,73,0.54,Sony PSP,M,2008
BioShock,1,True,True,Action,2K,94,0.53,PlayStation 3,E,2008
Bully: Scholarship Edition,1,True,True,"Action,Adventure",Rockstar,80,0.53,X360,T,2008
Prince of Persia,1,True,True,Action,Ubisoft,81,0.53,X360,T,2008
Kung Fu Panda,4,True,True,Action,Activision,70,0.52,Nintendo Wii,E,2008
Sonic Chronicles: The Dark Brotherhood,1,True,True,"Action,Role-Playing (RPG)",Sega,74,0.52,Nintendo DS,E,2008
Chrono Trigger,2,True,True,Role-Playing (RPG),SquareEnix,92,0.51,Nintendo DS,T,2008
Tomb Raider: Underworld,1,True,True,Action,Eidos,76,0.51,X360,E,2008
skate it,4,True,True,"Action,Sports",EA,70,0.5,Nintendo Wii,T,2008
The Legendary Starfy,1,True,True,"Action,Adventure",Nintendo,75,0.5,Nintendo DS,E,2008
Mirror's Edge,1,True,True,Action,EA,79,0.5,X360,T,2008
Haze,2,True,True,Action,Ubisoft,55,0.49,PlayStation 3,T,2008
Dissidia: Final Fantasy,1,True,True,"Action,Role-Playing (RPG)",SquareEnix,79,0.49,Sony PSP,T,2008
Sid Meier's Civilization: Revolution,1,True,True,Strategy,2K,84,0.49,X360,T,2008
Wall-E,4,True,True,Action,THQ,51,0.48,Nintendo Wii,E,2008
Prince of Persia,1,True,True,Action,Ubisoft,85,0.48,PlayStation 3,T,2008
NHL 09 ,1,True,True,Sports,EA,88,0.48,X360,E,2008
Brothers in Arms: Hell's Highway,1,True,True,Action,Ubisoft,76,0.47,X360,E,2008
Shaun White Snowboarding,1,True,True,Sports,Ubisoft,60,0.47,X360,T,2008
Turok,1,True,True,Action,,69,0.47,X360,E,2008
Iron Man,1,True,True,Action,Sega,44,0.46,Sony PSP,E,2008
De Blob,4,True,True,Action,THQ,82,0.45,Nintendo Wii,M,2008
Sonic Riders: Zero Gravity,4,True,True,Racing / Driving,Sega,56,0.45,Nintendo Wii,T,2008
Rhythm Heaven,1,True,True,Action,Nintendo,83,0.45,Nintendo DS,T,2008
Tomb Raider: Underworld,1,True,True,Action,Eidos,75,0.44,PlayStation 3,T,2008
Advance Wars: Days of Ruin,4,True,True,Strategy,Nintendo,86,0.43,Nintendo DS,E,2008
LEGO Batman: The Videogame,2,True,True,Action,,75,0.43,PlayStation 3,E,2008
Far Cry 2,1,True,True,Action,Ubisoft,85,0.43,PlayStation 3,T,2008
Harvest Moon: Island of Happiness,1,True,True,"Simulation,Strategy",,65,0.42,Nintendo DS,E,2008
Brothers in Arms: Hell's Highway,1,True,True,Action,Ubisoft,76,0.42,PlayStation 3,T,2008
Sonic Unleashed,1,True,True,"Action,Adventure",Sega,54,0.42,PlayStation 3,T,2008
Pinball Hall of Fame: The Williams Collection,1,True,True,Simulation,,82,0.41,Nintendo Wii,T,2008
Sonic Unleashed,1,True,True,"Action,Adventure",Sega,60,0.41,X360,E,2008
Samba de Amigo,2,True,True,Action,Sega,68,0.4,Nintendo Wii,T,2008
?kami,1,True,True,Action,Capcom,90,0.39,Nintendo Wii,M,2008
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,,77,0.38,PlayStation 3,E,2008
MotorStorm: Pacific Rift,4,True,True,"Action,Racing / Driving,Sports",Sony,82,0.37,PlayStation 3,T,2008
Tiger Woods PGA Tour 09,4,True,True,Sports,EA,84,0.37,X360,E,2008
SimCity Creator,1,True,True,Simulation,EA,67,0.37,Nintendo Wii,E,2008
Tiger Woods PGA Tour 09,4,True,True,Sports,EA,82,0.36,PlayStation 3,E,2008
Sid Meier's Civilization: Revolution,1,True,True,"Simulation,Strategy",2K,80,0.36,Nintendo DS,M,2008
Pure,1,True,True,"Racing / Driving,Sports",Disney,83,0.36,PlayStation 3,M,2008
Turok,1,True,True,Action,,67,0.36,PlayStation 3,M,2008
Crash: Mind over Mutant,1,True,True,Action,,70,0.36,Nintendo Wii,E,2008
Spider-Man: Web of Shadows,1,True,True,Action,Activision,68,0.36,X360,E,2008
Frontlines: Fuel of War,1,True,True,Action,THQ,75,0.35,X360,M,2008
GRID,1,True,True,"Racing / Driving,Simulation,Sports",,87,0.35,X360,E,2008
Too Human,1,True,True,"Action,Role-Playing (RPG)",Microsoft,65,0.35,X360,T,2008
Speed Racer: The Videogame,2,True,True,Racing / Driving,,69,0.34,Nintendo Wii,M,2008
LEGO Indiana Jones: The Original Adventures,1,True,True,Action,,76,0.34,Sony PSP,E,2008
SEGA Bass Fishing,1,True,True,Sports,Sega,59,0.34,Nintendo Wii,E,2008
The Chronicles of Narnia: Prince Caspian,2,True,True,"Action,Role-Playing (RPG)",Disney,63,0.33,Nintendo Wii,M,2008
Iron Man,1,True,True,Action,Sega,56,0.33,Nintendo DS,M,2008
The Sims 2: Apartment Pets,1,True,True,Simulation,EA,50,0.33,Nintendo DS,M,2008
MLB 08: The Show,1,True,True,Sports,Sony,83,0.33,Sony PSP,M,2008
Iron Man,1,True,True,Action,Sega,42,0.33,PlayStation 3,T,2008
Madagascar: Escape 2 Africa,1,True,True,"Action,Adventure",Activision,55,0.32,Nintendo DS,T,2008
GRID,1,True,True,"Racing / Driving,Simulation,Sports",,87,0.31,PlayStation 3,T,2008
NHL 09,1,True,True,Sports,EA,88,0.31,PlayStation 3,M,2008
Banjo-Kazooie: Nuts & Bolts,1,True,True,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,0.31,X360,E,2008
Hot Shots Golf: Out of Bounds,4,True,True,Sports,Sony,81,0.3,PlayStation 3,T,2008
Rune Factory 2: A Fantasy Harvest Moon,1,True,True,"Action,Role-Playing (RPG),Simulation",,79,0.3,Nintendo DS,T,2008
SimCity Creator,1,True,True,Simulation,EA,69,0.3,Nintendo DS,M,2008
Patapon,1,True,True,"Action,Strategy",Sony,86,0.3,Sony PSP,T,2008
Shaun White Snowboarding,1,True,True,Sports,Ubisoft,63,0.3,PlayStation 3,T,2008
Iron Man,1,True,True,Action,Sega,44,0.3,Nintendo Wii,T,2008
Sega Superstars Tennis,1,True,True,Sports,Sega,65,0.29,Nintendo DS,T,2008
Lost Planet: Extreme Condition,1,True,True,Action,Capcom,67,0.29,PlayStation 3,T,2008
Mirror's Edge,1,True,True,Action,EA,79,0.29,PlayStation 3,T,2008
The Incredible Hulk,1,True,True,Action,Sega,46,0.29,Nintendo Wii,T,2008
Condemned 2: Bloodshot,1,True,True,"Action,Adventure",Sega,80,0.29,X360,T,2008
Sega Superstars Tennis,4,True,True,Sports,Sega,71,0.28,Nintendo Wii,E,2008
Speed Racer: The Videogame,1,True,True,Racing / Driving,,75,0.28,Nintendo DS,M,2008
Viva Pi$?ata: Pocket Paradise,1,True,True,"Simulation,Strategy",THQ,82,0.28,Nintendo DS,T,2008
Tom Clancy's EndWar,1,True,True,Strategy,Ubisoft,76,0.28,PlayStation 3,M,2008
Iron Man,1,True,True,Action,Sega,45,0.28,X360,M,2008
Need for Speed: Undercover,4,True,True,Racing / Driving,EA,54,0.27,Nintendo Wii,E,2008
Wall-E,4,True,True,Action,THQ,50,0.27,X360,E,2008
Spectrobes: Beyond the Portals,1,True,True,"Action,Role-Playing (RPG)",Disney,70,0.27,Nintendo DS,M,2008
MX vs. ATV Untamed,1,True,True,Educational,Ubisoft,59,0.27,Sony PSP,T,2008
Mercenaries 2: World in Flames,1,True,True,Action,EA,72,0.27,PlayStation 3,E,2008
Infinite Undiscovery,1,True,True,"Action,Role-Playing (RPG)",SquareEnix,68,0.27,X360,T,2008
TNA iMPACT!,4,True,True,Sports,Midway,62,0.26,X360,M,2008
Enemy Territory: Quake Wars,1,True,True,Action,Activision,69,0.26,X360,T,2008
Fire Emblem: Shadow Dragon,1,True,True,"Role-Playing (RPG),Strategy",Nintendo,81,0.25,Nintendo DS,M,2008
Neopets Puzzle Adventure,1,True,True,"Adventure,Role-Playing (RPG),Strategy",Capcom,70,0.25,Nintendo DS,T,2008
Tales of Vesperia,1,True,True,"Adventure,Role-Playing (RPG)",Namco,79,0.25,X360,M,2008
SingStar ABBA,8,True,True,Action,Sony,70,0.24,PlayStation 3,T,2008
Dragon Ball Z: Burst Limit,2,True,True,Action,"Atari,Namco",72,0.24,X360,E,2008
Apollo Justice: Ace Attorney,1,True,True,"Adventure,Simulation",Capcom,78,0.24,Nintendo DS,T,2008
Castlevania: Order of Ecclesia,1,True,True,"Action,Adventure,Role-Playing (RPG)",Konami,85,0.24,Nintendo DS,T,2008
Mega Man Star Force 2: Zerker X Ninja,1,True,True,"Action,Role-Playing (RPG)",Capcom,55,0.24,Nintendo DS,T,2008
Enemy Territory: Quake Wars,1,True,True,Action,Activision,60,0.24,PlayStation 3,T,2008
Namco Museum: Virtual Arcade,1,True,True,"Action,Racing / Driving",Namco,63,0.24,X360,T,2008
NASCAR 09,1,True,True,"Racing / Driving,Sports",EA,69,0.24,X360,T,2008
Turning Point: Fall of Liberty,1,True,True,Action,,43,0.24,X360,M,2008
Summer Athletics 2009,4,True,True,Sports,,56,0.23,Nintendo Wii,M,2008
Unreal Tournament III,2,True,True,Action,Midway,82,0.23,X360,M,2008
Shaun White Snowboarding,1,True,True,"Racing / Driving,Sports",Ubisoft,63,0.23,Nintendo DS,T,2008
Dark Sector,1,True,True,Action,,72,0.23,PlayStation 3,T,2008
The Last Remnant,1,True,True,Role-Playing (RPG),SquareEnix,66,0.23,X360,T,2008
Dragon Ball Z: Burst Limit,2,True,True,Action,"Atari,Namco",71,0.22,PlayStation 3,M,2008
NASCAR 09,1,True,True,"Racing / Driving,Sports",EA,65,0.22,PlayStation 3,E,2008
Turning Point: Fall of Liberty,1,True,True,Action,,42,0.22,PlayStation 3,T,2008
MX vs. ATV Untamed,1,True,True,Racing / Driving,THQ,70,0.22,Nintendo Wii,E,2008
Crash: Mind over Mutant,1,True,True,Action,,60,0.22,X360,M,2008
The Incredible Hulk,1,True,True,Action,Sega,55,0.22,X360,E,2008
Silent Hill: Homecoming,1,True,True,Action,Konami,70,0.22,X360,T,2008
TNA iMPACT!,4,True,True,Sports,Midway,64,0.21,PlayStation 3,M,2008
The Incredible Hulk,1,True,True,Action,Sega,55,0.21,PlayStation 3,T,2008
Kung Fu Panda,1,True,True,Action,Activision,76,0.21,PlayStation 3,M,2008
Dark Sector,1,True,True,Action,,72,0.21,X360,M,2008
Tales of Symphonia: Dawn of the New World,4,True,True,Role-Playing (RPG),Namco,68,0.2,Nintendo Wii,T,2008
Valkyrie Profile: Covenant of the Plume,1,True,True,"Role-Playing (RPG),Strategy",SquareEnix,74,0.2,Nintendo DS,M,2008
Spider-Man: Web of Shadows,1,True,True,Action,Activision,67,0.2,PlayStation 3,E,2008
TV Show King,4,True,True,Strategy,,65,0.19,Nintendo Wii,T,2008
AC/DC Live: Rock Band - Track Pack,4,True,True,"Action,Simulation",,63,0.19,X360,M,2008
The Chronicles of Narnia: Prince Caspian,1,True,True,Role-Playing (RPG),Disney,54,0.19,Nintendo DS,M,2008
Hot Shots Golf: Open Tee 2,1,True,True,Sports,Sony,82,0.19,Sony PSP,E,2008
AC/DC Live: Rock Band - Track Pack,1,True,True,"Action,Simulation",,60,0.19,PlayStation 3,E,2008
Harvest Moon: Magical Melody,4,True,True,"Role-Playing (RPG),Simulation",,69,0.18,Nintendo Wii,T,2008
Dynasty Warriors 6,2,True,True,"Action,Strategy",,59,0.18,PlayStation 3,M,2008
Order Up!,1,True,True,"Action,Simulation",,76,0.18,Nintendo Wii,T,2008
NBA Ballers: Chosen One,4,True,True,Sports,Midway,55,0.17,X360,T,2008
Age of Empires: Mythologies,1,True,True,Strategy,THQ,78,0.17,Nintendo DS,T,2008
LocoRoco 2,1,True,True,"Action,Strategy",Sony,85,0.17,Sony PSP,M,2008
Star Ocean: First Departure,1,True,True,"Action,Role-Playing (RPG)",SquareEnix,74,0.17,Sony PSP,T,2008
Lost: Via Domus,1,True,True,"Action,Adventure",Ubisoft,54,0.17,PlayStation 3,T,2008
Tetris Party,4,True,True,Strategy,,75,0.16,Nintendo Wii,T,2008
Bully: Scholarship Edition,2,True,True,"Action,Adventure",Rockstar,83,0.16,Nintendo Wii,E,2008
The Spiderwick Chronicles,2,True,True,"Action,Adventure",,62,0.16,Nintendo Wii,M,2008
Dynasty Warriors 6,2,True,True,"Action,Strategy",,60,0.16,X360,M,2008
Facebreaker,2,True,True,Sports,EA,54,0.16,X360,M,2008
Ninja Gaiden: Dragon Sword,1,True,True,Action,,83,0.16,Nintendo DS,E,2008
Condemned 2: Bloodshot,1,True,True,"Action,Adventure",Sega,82,0.16,PlayStation 3,T,2008
Silent Hill: Homecoming,1,True,True,Action,Konami,71,0.16,PlayStation 3,E,2008
Command & Conquer: Red Alert 3,1,True,True,Strategy,EA,77,0.16,X360,T,2008
Viking: Battle for Asgard,1,True,True,Action,Sega,68,0.16,X360,M,2008
Beijing 2008,4,True,True,Sports,Sega,60,0.15,X360,T,2008
Don King Presents: Prizefighter,2,True,True,Sports,2K,56,0.15,X360,M,2008
Bomberman,1,True,True,"Action,Strategy",,73,0.15,Sony PSP,M,2008
Ferrari Challenge Trofeo Pirelli,1,True,True,Racing / Driving,,71,0.15,PlayStation 3,E,2008
Command & Conquer 3: Kane's Wrath,1,True,True,Strategy,EA,75,0.15,X360,M,2008
Lost: Via Domus,1,True,True,"Action,Adventure",Ubisoft,55,0.15,X360,M,2008
NHL 2K9 ,1,True,True,Sports,2K,69,0.15,X360,T,2008
Eternal Sonata,2,True,True,Role-Playing (RPG),Namco,80,0.14,PlayStation 3,M,2008
Viva Pi$?ata: Trouble in Paradise,2,True,True,"Racing / Driving,Simulation,Strategy",Microsoft,82,0.14,X360,T,2008
FlatOut: Head On,1,True,True,"Racing / Driving,Sports",,74,0.14,Sony PSP,E,2008
Viking: Battle for Asgard,1,True,True,Action,Sega,65,0.14,PlayStation 3,M,2008
Neopets Puzzle Adventure,1,True,True,"Role-Playing (RPG),Strategy",Capcom,52,0.14,Nintendo Wii,E,2008
TNA iMPACT!,1,True,True,Sports,Midway,43,0.14,Nintendo Wii,E,2008
Tomb Raider: Underworld,1,True,True,Action,Eidos,70,0.14,Nintendo Wii,T,2008
The Club,4,True,True,Action,Sega,76,0.13,X360,T,2008
The Chronicles of Narnia: Prince Caspian,2,True,True,"Action,Role-Playing (RPG)",Disney,56,0.13,X360,M,2008
Cabela's Dangerous Hunts 2009,1,True,True,Sports,Activision,42,0.13,X360,M,2008
Dark Messiah of Might and Magic: Elements,1,True,True,"Action,Role-Playing (RPG)",Ubisoft,52,0.13,X360,T,2008
Fracture,1,True,True,Action,,63,0.13,X360,T,2008
Bomberman Land,4,True,True,Action,,57,0.12,Nintendo Wii,T,2008
Nitrobike,4,True,True,"Action,Racing / Driving,Sports",Ubisoft,49,0.12,Nintendo Wii,E,2008
Culdcept Saga,4,True,True,Strategy,Namco,75,0.12,X360,T,2008
Facebreaker,2,True,True,Sports,,53,0.12,PlayStation 3,E,2008
MLB Power Pros 2008,2,True,True,Sports,2K,83,0.12,Nintendo Wii,E,2008
Mushroom Men: The Spore Wars,2,True,True,Action,,72,0.12,Nintendo Wii,E,2008
Dragon Quest V: Hand of the Heavenly Bride,1,True,True,Role-Playing (RPG),SquareEnix,84,0.12,Nintendo DS,T,2008
Ninjatown,1,True,True,Strategy,,80,0.12,Nintendo DS,T,2008
Super Dodgeball Brawlers,1,True,True,"Action,Sports",,65,0.12,Nintendo DS,T,2008
Dokapon Kingdom,1,True,True,"Role-Playing (RPG),Strategy",,72,0.12,Nintendo Wii,M,2008
Alone in the Dark,1,True,True,"Action,Adventure,Racing / Driving",Atari,58,0.12,X360,M,2008
NBA 09: The Inside,4,True,True,Sports,Sony,63,0.11,PlayStation 3,M,2008
Sega Superstars Tennis,4,True,True,Sports,Sega,67,0.11,PlayStation 3,M,2008
Baja: Edge of Control,4,True,True,"Racing / Driving,Simulation,Sports",THQ,65,0.11,X360,T,2008
Destroy All Humans! Big Willy Unleashed,2,True,True,Adventure,THQ,53,0.11,Nintendo Wii,T,2008
Space Invaders Extreme,1,True,True,Action,SquareEnix,85,0.11,Nintendo DS,T,2008
Ultimate Band,1,True,True,"Action,Simulation",Disney,69,0.11,Nintendo DS,E,2008
The Club,4,True,True,Action,Sega,72,0.1,PlayStation 3,M,2008
Madagascar: Escape 2 Africa,4,True,True,Action,Activision,58,0.1,PlayStation 3,M,2008
NBA Ballers: Chosen One,4,True,True,Sports,Midway,54,0.1,PlayStation 3,M,2008
Dream Pinball 3D,4,True,True,Simulation,,54,0.1,Nintendo Wii,M,2008
Madagascar: Escape 2 Africa,4,True,True,Action,Activision,62,0.1,X360,T,2008
Pro Evolution Soccer 2008,2,True,True,Sports,Konami,83,0.1,Nintendo Wii,T,2008
Avalon Code,1,True,True,"Action,Adventure,Role-Playing (RPG)",,71,0.1,Nintendo DS,M,2008
Disgaea DS,1,True,True,"Role-Playing (RPG),Strategy",,82,0.1,Nintendo DS,M,2008
Guitar Rock Tour,1,True,True,Simulation,,60,0.1,Nintendo DS,T,2008
Lost in Blue 3,1,True,True,Role-Playing (RPG),Konami,59,0.1,Nintendo DS,M,2008
Syberia,1,True,True,Adventure,,52,0.1,Nintendo DS,T,2008
Afrika,1,True,True,"Adventure,Simulation",Sony,63,0.1,PlayStation 3,T,2008
NFL Head Coach 09,1,True,True,"Simulation,Sports,Strategy",EA,64,0.1,PlayStation 3,T,2008
NHL 2K9,1,True,True,Sports,2K,70,0.1,PlayStation 3,T,2008
Brothers in Arms: Double Time,1,True,True,"Action,Strategy",Ubisoft,45,0.1,Nintendo Wii,E,2008
ObsCure: The Aftermath,1,True,True,Action,,53,0.1,Nintendo Wii,T,2008
MotoGP 08,1,True,True,"Racing / Driving,Simulation,Sports",,68,0.1,X360,T,2008
NFL Head Coach 09,1,True,True,"Simulation,Sports,Strategy",EA,67,0.1,X360,E,2008
NFL Tour,1,True,True,"Action,Sports",EA,49,0.1,X360,M,2008
Pinball Hall of Fame: The Williams Collection,4,True,True,Simulation,,78,0.09,Sony PSP,T,2008
Baja: Edge of Control,4,True,True,"Racing / Driving,Simulation,Sports",THQ,61,0.09,PlayStation 3,M,2008
NFL Tour,4,True,True,"Action,Sports",EA,45,0.09,PlayStation 3,E,2008
Wall-E,4,True,True,Action,THQ,51,0.09,PlayStation 3,M,2008
Ninja Reflex,4,True,True,Action,EA,49,0.09,Nintendo Wii,E,2008
Conflict: Denied Ops,4,True,True,Action,Eidos,52,0.09,X360,T,2008
Top Spin 3,4,True,True,Sports,2K,78,0.09,X360,T,2008
Blitz: The League II,2,True,True,"Action,Sports",Midway,62,0.09,PlayStation 3,M,2008
Hellboy: The Science of Evil,2,True,True,"Action,Adventure",Konami,47,0.09,PlayStation 3,T,2008
Castlevania Judgment,2,True,True,Action,Konami,49,0.09,Nintendo Wii,T,2008
Death Jr. II: Root of Evil,2,True,True,Action,Eidos,71,0.09,Nintendo Wii,E,2008
Raiden IV,2,True,True,Action,,63,0.09,X360,T,2008
Metal Slug 7,1,True,True,Action,,70,0.09,Nintendo DS,M,2008
Spider-Man: Web of Shadows,1,True,True,Action,Activision,77,0.09,Nintendo DS,E,2008
Trauma Center: Under The Knife 2,1,True,True,"Action,Simulation",,79,0.09,Nintendo DS,T,2008
Fracture,1,True,True,Action,,62,0.09,PlayStation 3,M,2008
Alone in the Dark,1,True,True,"Action,Adventure,Racing / Driving",Atari,39,0.09,Nintendo Wii,T,2008
Final Fantasy Fables: Chocobo's Dungeon,1,True,True,"Action,Role-Playing (RPG)",SquareEnix,76,0.09,Nintendo Wii,M,2008
The King of Fighters Collection: The Orochi Saga,1,True,True,Action,,70,0.09,Nintendo Wii,E,2008
Klonoa: Door to Phantomile,1,True,True,Action,Namco,77,0.09,Nintendo Wii,T,2008
Samurai Warriors: Katana,1,True,True,Action,,53,0.09,Nintendo Wii,E,2008
Battle of the Bands,2,True,True,"Action,Simulation",THQ,58,0.08,Nintendo Wii,T,2008
Hellboy: The Science of Evil,2,True,True,"Action,Adventure",Konami,44,0.08,X360,M,2008
Dragon Ball: Origins,1,True,True,"Action,Adventure",Atari,78,0.08,Nintendo DS,M,2008
Ninja Reflex,1,True,True,Action,EA,54,0.08,Nintendo DS,T,2008
Space Bust-A-Move,1,True,True,Strategy,SquareEnix,71,0.08,Nintendo DS,M,2008
Top Spin 3,1,True,True,Sports,2K,75,0.08,PlayStation 3,M,2008
UEFA Euro 2008,7,True,True,Sports,EA,79,0.07,PlayStation 3,T,2008
"Blast Works: Build, Trade, Destroy",4,True,True,Action,,78,0.07,Nintendo Wii,T,2008
FIFA Street 3,4,True,True,Sports,EA,63,0.07,X360,T,2008
Blitz: The League II,2,True,True,"Action,Sports",Midway,68,0.07,X360,M,2008
Space Chimps,2,True,True,"Action,Adventure",,57,0.07,X360,T,2008
The Spiderwick Chronicles,2,True,True,"Action,Adventure",,59,0.07,X360,E,2008
Etrian Odyssey II: Heroes of Lagaard,1,True,True,Role-Playing (RPG),,82,0.07,Nintendo DS,T,2008
Line Rider 2: Unbound,1,True,True,"Simulation,Sports",,59,0.07,Nintendo DS,M,2008
The King of Fighters Collection: The Orochi Saga,1,True,True,Action,,61,0.07,Sony PSP,E,2008
Target: Terror,1,True,True,Action,Konami,33,0.07,Nintendo Wii,M,2008
Legendary,1,True,True,Action,Atari,47,0.07,X360,T,2008
Universe at War: Earth Assault,1,True,True,"Action,Strategy",Sega,66,0.07,X360,T,2008
Smash Court Tennis 3,4,True,True,"Simulation,Sports",Atari,55,0.06,X360,E,2008
Code Lyoko: Fall of X.A.N.A,1,True,True,"Action,Role-Playing (RPG)",,51,0.06,Nintendo DS,M,2008
Knights in the Nightmare,1,True,True,"Role-Playing (RPG),Strategy",,76,0.06,Nintendo DS,M,2008
Lock's Quest,1,True,True,"Action,Adventure,Strategy",THQ,80,0.06,Nintendo DS,E,2008
Master of the Monster Lair,1,True,True,Role-Playing (RPG),,63,0.06,Nintendo DS,M,2008
N+,1,True,True,Action,Atari,82,0.06,Nintendo DS,M,2008
Pipe Mania,1,True,True,Strategy,,71,0.06,Nintendo DS,T,2008
The Spiderwick Chronicles,1,True,True,Role-Playing (RPG),,60,0.06,Nintendo DS,E,2008
Summon Night: Twin Age,1,True,True,Role-Playing (RPG),,73,0.06,Nintendo DS,E,2008
Wild Arms XF,1,True,True,Role-Playing (RPG),,64,0.06,Sony PSP,M,2008
FIFA Street 3,1,True,True,Sports,EA,63,0.06,PlayStation 3,T,2008
MotoGP 08,1,True,True,"Racing / Driving,Simulation,Sports",,65,0.06,PlayStation 3,T,2008
Harvey Birdman: Attorney at Law,1,True,True,Adventure,Capcom,60,0.06,Nintendo Wii,M,2008
Let's Tap,1,True,True,Simulation,Sega,70,0.06,Nintendo Wii,E,2008
NHL 2K9,1,True,True,Sports,2K,65,0.06,Nintendo Wii,T,2008
Conflict: Denied Ops,4,True,True,Action,Eidos,51,0.05,PlayStation 3,E,2008
Worms: A Space Oddity,4,True,True,"Action,Strategy",THQ,64,0.05,Nintendo Wii,M,2008
UEFA Euro 2008,4,True,True,Sports,EA,80,0.05,X360,M,2008
Overlord: Raising Hell,2,True,True,"Action,Strategy",,72,0.05,PlayStation 3,T,2008
Battle Fantasia,2,True,True,"Action,Role-Playing (RPG)",,71,0.05,X360,M,2008
Bangai-O Spirits,1,True,True,Action,,83,0.05,Nintendo DS,M,2008
Dungeon Explorer: Warriors of Ancient Arts,1,True,True,"Action,Role-Playing (RPG)",,60,0.05,Nintendo DS,M,2008
From the Abyss,1,True,True,"Action,Role-Playing (RPG)",,60,0.05,Nintendo DS,T,2008
New International Track & Field,1,True,True,"Action,Sports",Konami,73,0.05,Nintendo DS,M,2008
Soul Bubbles,1,True,True,Strategy,Eidos,78,0.05,Nintendo DS,T,2008
Tropix!,1,True,True,Action,,59,0.05,Nintendo DS,M,2008
Unsolved Crimes,1,True,True,"Action,Adventure,Racing / Driving",,66,0.05,Nintendo DS,T,2008
Zubo,1,True,True,"Adventure,Role-Playing (RPG),Strategy",EA,75,0.05,Nintendo DS,E,2008
Ford Racing Off Road,1,True,True,Racing / Driving,,47,0.05,Sony PSP,M,2008
Harvey Birdman: Attorney at Law,1,True,True,Adventure,Capcom,62,0.05,Sony PSP,M,2008
Secret Agent Clank,1,True,True,Action,Sony,72,0.05,Sony PSP,M,2008
Space Invaders Extreme,1,True,True,Action,SquareEnix,84,0.05,Sony PSP,M,2008
Armored Core: For Answer,1,True,True,Action,Ubisoft,62,0.05,PlayStation 3,M,2008
Legendary,1,True,True,Action,Atari,50,0.05,PlayStation 3,E,2008
Agatha Christie: Evil Under the Sun,1,True,True,Adventure,,46,0.05,Nintendo Wii,M,2008
Agatha Christie: And Then There Were None,1,True,True,Adventure,,50,0.05,Nintendo Wii,M,2008
Armored Core: For Answer,1,True,True,Action,Ubisoft,64,0.05,X360,T,2008
Cradle of Rome,1,True,True,Strategy,,63,0.04,Nintendo DS,E,2008
The Dark Spire,1,True,True,"Adventure,Role-Playing (RPG)",,69,0.04,Nintendo DS,T,2008
"Flower, Sun and Rain",1,True,True,Adventure,,54,0.04,Nintendo DS,M,2008
Insecticide,1,True,True,"Action,Adventure",,55,0.04,Nintendo DS,T,2008
Izuna 2: The Unemployed Ninja Returns,1,True,True,Role-Playing (RPG),,65,0.04,Nintendo DS,E,2008
Looney Tunes: Cartoon Conductor,1,True,True,Action,Eidos,67,0.04,Nintendo DS,M,2008
Nanostray 2,1,True,True,Action,,75,0.04,Nintendo DS,M,2008
Hellboy: The Science of Evil,1,True,True,Action,Konami,42,0.04,Sony PSP,E,2008
